Date,Open,High,Low,Close,Volume,SMA_Fast,SMA_Slow,SMA_20,STD_20,Upper_Band,Lower_Band
2015-06-29,8247.0498046875,8329.4501953125,8195.650390625,8318.400390625,132000,8175.0724609375,8456.975553385417,8175.0724609375,146.57531930717877,8468.223099551858,7881.921822323143
2015-06-30,8316.349609375,8378.0,8298.9501953125,8368.5,158500,8181.674951171875,8452.119997829861,8181.674951171875,152.34608961780563,8486.367130407487,7876.982771936264
2015-07-01,8376.25,8481.599609375,8370.150390625,8453.0498046875,131800,8197.572436523438,8448.16111111111,8197.572436523438,163.4170935376316,8524.406623598701,7870.738249448175
2015-07-02,8471.9501953125,8479.25,8433.2001953125,8444.900390625,112000,8213.2849609375,8443.447786458333,8213.2849609375,171.54907316555145,8556.383107268604,7870.186814606398
2015-07-03,8440.099609375,8497.75,8424.150390625,8484.900390625,88400,8231.794970703126,8438.88779296875,8231.794970703126,180.1105189914108,8592.016008685947,7871.573932720305
2015-07-06,8386.150390625,8533.150390625,8386.150390625,8522.150390625,101500,8255.694995117188,8435.42724609375,8255.694995117188,185.53302399109256,8626.761043099374,7884.628947135003
2015-07-07,8525.5,8561.349609375,8483.849609375,8510.7998046875,122200,8280.114990234375,8432.714463975695,8280.114990234375,185.35211116563136,8650.819212565637,7909.410767903112
2015-07-08,8439.2001953125,8457.5,8341.400390625,8363.0498046875,188100,8292.044970703126,8428.280577256945,8292.044970703126,182.4616561807444,8656.968283064614,7927.121658341637
2015-07-09,8364.849609375,8400.2998046875,8323.0,8328.5498046875,131300,8310.204956054688,8423.406130642361,8310.204956054688,165.52313004498882,8641.251216144665,7979.15869596471
2015-07-10,8365.7001953125,8377.099609375,8315.400390625,8360.5498046875,154100,8329.087451171876,8419.813910590277,8329.087451171876,146.68894016718025,8622.465331506237,8035.7095708375155
2015-07-13,8397.25,8471.650390625,8355.400390625,8459.650390625,117800,8351.374975585937,8415.53669704861,8351.374975585937,129.0866851775126,8609.548345940962,8093.201605230912
2015-07-14,8470.599609375,8480.25,8424.099609375,8454.099609375,101700,8371.714965820312,8409.951692708333,8371.714965820312,109.16438842110799,8590.043742662529,8153.3861889780965
2015-07-15,8463.400390625,8531.400390625,8462.9501953125,8523.7998046875,105500,8393.327465820312,8404.70224609375,8393.327465820312,92.25698885619086,8577.841443532694,8208.81348810793
2015-07-16,8546.150390625,8616.099609375,8542.900390625,8608.0498046875,116000,8414.999951171874,8401.206684027778,8414.999951171874,89.02565468854455,8593.051260548964,8236.948641794785
2015-07-17,8623.650390625,8642.9501953125,8593.150390625,8609.849609375,105000,8434.244921875,8397.563346354167,8434.244921875,87.36670397755593,8608.978329830112,8259.51151391989
2015-07-20,8623.900390625,8624.099609375,8559.0,8603.4501953125,90600,8446.762451171875,8395.860015190972,8446.762451171875,92.88871959685157,8632.539890365579,8260.985011978171
2015-07-21,8601.5,8646.75,8517.900390625,8529.4501953125,164100,8454.157470703125,8393.83113064236,8454.157470703125,93.31012745585345,8640.777725614831,8267.537215791419
2015-07-22,8512.25,8643.900390625,8498.650390625,8633.5,136800,8467.789990234374,8393.09279513889,8467.789990234374,98.72057639842188,8665.231143031218,8270.34883743753
2015-07-23,8643.9501953125,8654.75,8573.7998046875,8589.7998046875,132900,8477.37998046875,8391.02390407986,8477.37998046875,100.87660145897867,8679.133183386706,8275.626777550793
2015-07-24,8588.150390625,8589.150390625,8513.5,8521.5498046875,127400,8484.402490234375,8389.6216796875,8484.402490234375,98.68622160580128,8681.774933445979,8287.030047022772
2015-07-27,8492.099609375,8492.2001953125,8351.5498046875,8361.0,136600,8486.532470703125,8386.597786458333,8486.532470703125,95.31697190983242,8677.16641452279,8295.89852688346
2015-07-28,8371.099609375,8397.400390625,8321.75,8337.0,174600,8484.957470703124,8382.30556640625,8484.957470703124,97.60280968276558,8680.163090068656,8289.751851337593
2015-07-29,8365.599609375,8381.5,8338.4501953125,8375.0498046875,141000,8481.057470703125,8378.851671006945,8481.057470703125,100.46137162843685,8681.980213959998,8280.134727446251
2015-07-30,8417.0,8458.900390625,8408.2998046875,8421.7998046875,215200,8479.90244140625,8376.486664496528,8479.90244140625,101.03014435206475,8681.96273011038,8277.84215270212
2015-07-31,8456.099609375,8548.9501953125,8448.0,8532.849609375,203300,8482.29990234375,8376.063878038194,8482.29990234375,101.72154406406233,8685.742990471874,8278.856814215625
2015-08-03,8510.650390625,8563.9501953125,8508.099609375,8543.0498046875,156700,8483.344873046875,8375.976649305556,8483.344873046875,102.25840023450287,8687.861673515881,8278.82807257787
2015-08-04,8564.099609375,8565.150390625,8448.25,8516.900390625,187400,8483.64990234375,8375.68720703125,8483.64990234375,102.35366102597436,8688.357224395699,8278.942580291801
2015-08-05,8547.4501953125,8591.849609375,8545.849609375,8567.9501953125,132800,8493.894921875,8376.099989149305,8493.894921875,99.87152639871799,8693.637974672436,8294.151869077565
2015-08-06,8585.7998046875,8606.2998046875,8551.5,8588.650390625,134900,8506.899951171876,8378.838878038194,8506.899951171876,93.96782463303119,8694.835600437938,8318.964301905813
2015-08-07,8580.7998046875,8595.9501953125,8552.7001953125,8564.599609375,143700,8517.10244140625,8381.31886935764,8517.10244140625,88.13809687677214,8693.378635159796,8340.826247652705
2015-08-10,8577.0,8621.5498046875,8497.7998046875,8525.599609375,123400,8520.39990234375,8381.6888671875,8520.39990234375,87.10313217280721,8694.606166689364,8346.193637998136
2015-08-11,8548.4501953125,8556.25,8441.2998046875,8462.349609375,154400,8520.81240234375,8381.37052951389,8520.81240234375,86.79160206554442,8694.39560647484,8347.22919821266
2015-08-12,8445.7001953125,8446.9501953125,8337.9501953125,8349.4501953125,190000,8512.094921875,8378.739420572916,8512.094921875,94.85697091837248,8701.808863711743,8322.380980038255
2015-08-13,8384.4501953125,8429.5,8339.75,8355.849609375,189200,8499.484912109376,8375.361078559028,8499.484912109376,98.13633506002348,8695.757582229422,8303.21224198933
2015-08-14,8402.349609375,8530.099609375,8381.2001953125,8518.5498046875,155900,8494.919921875,8373.786078559027,8494.919921875,94.79906337837743,8684.518048631755,8305.321795118245
2015-08-17,8530.5,8530.599609375,8428.0498046875,8477.2998046875,174700,8488.61240234375,8371.151627604168,8488.61240234375,91.33118973663534,8671.274781817021,8305.950022870478
2015-08-18,8505.849609375,8525.75,8433.599609375,8466.5498046875,153300,8485.4673828125,8367.687738715278,8485.4673828125,90.93304305893979,8667.33346893038,8303.60129669462
2015-08-19,8468.0498046875,8520.4501953125,8425.9501953125,8495.150390625,130500,8478.54990234375,8364.518858506945,8478.54990234375,84.08348678465103,8646.71687591305,8310.382928774448
2015-08-20,8471.0498046875,8501.349609375,8359.75,8372.75,184100,8467.697412109375,8359.393858506945,8467.697412109375,82.96865924651998,8633.634730602414,8301.760093616336
2015-08-21,8305.400390625,8322.2001953125,8225.0498046875,8299.9501953125,201300,8456.617431640625,8354.8744140625,8456.617431640625,89.90518372125248,8636.42779908313,8276.80706419812
2015-08-24,8055.9501953125,8060.0498046875,7769.39990234375,7809.0,312400,8429.017431640625,8346.018858506945,8429.017431640625,169.9235654284387,8768.864562497502,8089.170300783747
2015-08-25,7895.39990234375,7925.39990234375,7667.25,7880.7001953125,299100,8406.20244140625,8339.714420572916,8406.20244140625,209.05557709944154,8824.313595605134,7988.091287207368
2015-08-26,7865.25,7930.0498046875,7777.10009765625,7791.85009765625,216600,8377.042456054687,8333.204421657985,8377.042456054687,250.2454240176561,8877.533304089999,7876.551608019375
2015-08-27,7921.60009765625,7963.60009765625,7862.2998046875,7948.9501953125,305000,8353.399975585937,8327.86275499132,8353.399975585937,267.5338737421536,8888.467723070244,7818.33222810163
2015-08-28,8053.7001953125,8091.7998046875,7961.64990234375,8001.9501953125,195600,8326.855004882813,8323.458870442708,8326.855004882813,275.0248951396367,8876.904795162087,7776.80521460354
2015-08-31,8009.25,8043.60009765625,7947.9501953125,7971.2998046875,198200,8298.267504882813,8319.748312717014,8298.267504882813,281.0197194600911,8860.306943802996,7736.228065962631
2015-09-01,7907.9501953125,7929.10009765625,7746.5,7785.85009765625,184900,8261.714990234375,8314.993315972222,8261.714990234375,298.1097559926097,8857.934502219594,7665.495478249156
2015-09-02,7856.64990234375,7862.5498046875,7699.25,7717.0,215300,8219.16748046875,8308.675542534722,8219.16748046875,312.4813858669423,8844.130252202634,7594.204708734866
2015-09-03,7774.4501953125,7845.60009765625,7754.0498046875,7823.0,155800,8180.8849609375,8304.044986979166,8180.8849609375,311.7326570032147,8804.35027494393,7557.419646931071
2015-09-04,7803.39990234375,7804.89990234375,7626.85009765625,7655.0498046875,193600,8135.407470703125,8298.195540364582,8135.407470703125,319.06684476734523,8773.541160237815,7497.273781168435
2015-09-07,7685.85009765625,7705.0498046875,7545.89990234375,7558.7998046875,141400,8087.06748046875,8289.60498046875,8087.06748046875,329.8931868184536,8746.853854105657,7427.281106831842
2015-09-08,7587.7001953125,7720.89990234375,7539.5,7688.25,172200,8048.3625,8282.53220486111,8048.3625,328.9551221723255,8706.272744344651,7390.452255655349
2015-09-09,7805.85009765625,7846.0498046875,7764.5498046875,7818.60009765625,208400,8021.819995117187,8279.438872612847,8021.819995117187,324.77237742422506,8671.364749965638,7372.275240268737
2015-09-10,7729.0498046875,7819.85009765625,7678.5,7788.10009765625,160300,7993.43251953125,8276.447764756944,7993.43251953125,318.79683990071595,8631.026199332682,7355.838839729819
2015-09-11,7833.7998046875,7864.85009765625,7759.89990234375,7789.2998046875,136400,7956.97001953125,8271.978873697917,7956.97001953125,296.49964954781694,8549.969318626883,7363.970720435616
2015-09-14,7811.10009765625,7879.9501953125,7761.85009765625,7872.25,122800,7926.717529296875,8266.945540364582,7926.717529296875,270.32718329525676,8467.371895887389,7386.063162706361
2015-09-15,7867.35009765625,7880.0,7799.75,7829.10009765625,136500,7894.845043945313,8263.63609483507,7894.845043945313,239.1049214197318,8373.054886784776,7416.635201105849
2015-09-16,7886.85009765625,7913.89990234375,7853.2998046875,7899.14990234375,140000,7865.04501953125,8259.899424913194,7865.04501953125,193.05620928789628,8251.157438107042,7478.932600955457
2015-09-18,7967.4501953125,8055.0,7955.85009765625,7981.89990234375,241800,7845.502514648438,8257.207199435765,7845.502514648438,154.98655721844256,8155.475629085323,7535.5294002115525
2015-09-21,7911.5,7987.89990234375,7908.35009765625,7977.10009765625,121800,7829.360009765625,8254.037760416666,7829.360009765625,117.42398337576535,8064.207976517156,7594.512043014095
2015-09-22,8014.7998046875,8021.60009765625,7787.75,7812.0,168400,7829.510009765625,8247.797200520834,7829.510009765625,117.39851956078458,8064.3070488871945,7594.7129706440555
2015-09-23,7737.35009765625,7882.89990234375,7723.25,7845.9501953125,146700,7827.772509765625,8242.02275390625,7827.772509765625,116.85693051665378,8061.4863707989325,7594.058648732317
2015-09-24,7838.39990234375,7894.5,7804.10009765625,7868.5,202500,7831.605004882813,8235.85886501736,7831.605004882813,116.87371735930611,8065.352439601425,7597.8575701642
2015-09-28,7892.7998046875,7893.9501953125,7787.9501953125,7795.7001953125,136300,7823.9425048828125,8228.911089409723,7823.9425048828125,113.75755241245541,8051.457609707723,7596.427400057902
2015-09-29,7725.7001953125,7926.5498046875,7691.2001953125,7843.2998046875,240700,7816.009985351562,8222.070529513889,7816.009985351562,105.95537883267139,8027.920743016904,7604.09922768622
2015-09-30,7924.25,7957.7001953125,7874.5,7948.89990234375,210700,7814.889990234375,8217.388861762152,7814.889990234375,104.33347800895967,8023.556946252294,7606.223034216455
2015-10-01,7992.0498046875,8008.25,7930.64990234375,7950.89990234375,156900,7823.14248046875,8213.07275390625,7823.14248046875,108.36520294214563,8039.872886353041,7606.412074584459
2015-10-05,8005.10009765625,8128.89990234375,8005.10009765625,8119.2998046875,183100,7843.257470703125,8210.680533854167,7843.257470703125,123.8564544460374,8090.9703795952,7595.544561811051
2015-10-06,8180.4501953125,8180.9501953125,8096.5,8152.89990234375,178500,7859.752465820313,8208.834977213543,7859.752465820313,141.6991583241413,8143.150782468596,7576.35414917203
2015-10-07,8146.2001953125,8188.89990234375,8132.89990234375,8177.39990234375,193900,7885.869970703125,8205.987749565973,7885.869970703125,149.88567768989253,8185.6413260829095,7586.09861532334
2015-10-08,8196.75,8196.75,8105.85009765625,8129.35009765625,171700,7914.397485351563,8202.60941297743,7914.397485351563,138.19892375959355,8190.79533287075,7637.999637832376
2015-10-09,8186.35009765625,8232.2001953125,8139.64990234375,8189.7001953125,199700,7939.469995117188,8202.089968532986,7939.469995117188,140.4796651513998,8220.429325419987,7658.510664814388
2015-10-12,8231.5,8244.5,8128.2001953125,8143.60009765625,199100,7955.719995117188,8202.18441297743,7955.719995117188,144.501776851273,8244.723548819733,7666.716441414642
2015-10-13,8121.9501953125,8150.25,8088.60009765625,8131.7001953125,145900,7972.9,8202.196082899305,7972.9,143.94883159446513,8260.79766318893,7685.00233681107
2015-10-14,8102.39990234375,8139.2998046875,8096.35009765625,8107.89990234375,138900,7988.830004882812,8202.120524088541,7988.830004882812,140.1399107346363,8269.109826352085,7708.550183413539
2015-10-15,8134.35009765625,8190.5498046875,8129.7998046875,8179.5,167200,8004.1925048828125,8203.6244140625,8004.1925048828125,143.48825706730267,8291.169019017418,7717.215990748207
2015-10-16,8193.650390625,8246.400390625,8147.64990234375,8238.150390625,156400,8024.64501953125,8206.02164171007,8024.64501953125,146.3416249256481,8317.328269382546,7731.961769679954
2015-10-19,8262.5498046875,8283.0498046875,8239.2001953125,8275.0498046875,124500,8043.440014648438,8207.694970703125,8043.440014648438,153.34688020333797,8350.133775055114,7736.746254241762
2015-10-20,8280.2998046875,8294.0498046875,8229.2001953125,8261.650390625,155100,8057.4275390625,8210.987196180555,8057.4275390625,160.05025751315515,8377.52805408881,7737.32702403619
2015-10-21,8258.349609375,8294.400390625,8217.150390625,8251.7001953125,144800,8071.157543945313,8213.973866102431,8071.157543945313,164.5127926736576,8400.183129292627,7742.131958597997
2015-10-23,8308.25,8328.099609375,8280.75,8295.4501953125,152000,8095.330053710937,8217.102202690972,8095.330053710937,159.8820414553375,8415.094136621612,7775.565970800262
2015-10-26,8333.650390625,8336.2998046875,8252.0498046875,8260.5498046875,133900,8116.060034179687,8219.471647135417,8116.060034179687,152.55640664354678,8421.17284746678,7810.947220892594
2015-10-27,8230.349609375,8241.9501953125,8217.0498046875,8232.900390625,156700,8134.280053710938,8221.042209201389,8134.280053710938,142.88788447934434,8420.055822669627,7848.504284752249
2015-10-28,8188.89990234375,8209.099609375,8131.7998046875,8171.2001953125,188900,8153.0550537109375,8221.00443250868,8153.0550537109375,118.676643144177,8390.408339999292,7915.7017674225835
2015-10-29,8175.4501953125,8179.60009765625,8098.0,8111.75,217500,8166.477563476563,8219.746652560763,8166.477563476563,94.52186734679013,8355.521298170142,7977.433828782982
2015-10-30,8123.5498046875,8146.10009765625,8044.39990234375,8065.7998046875,199500,8172.32255859375,8216.554432508681,8172.32255859375,83.30855072690323,8338.939660047556,8005.705457139943
2015-11-02,8054.5498046875,8060.7001953125,7995.60009765625,8050.7998046875,136100,8177.317553710937,8212.87943250868,8177.317553710937,71.49043563260791,8320.298424976154,8034.336682445722
2015-11-03,8086.35009765625,8100.35009765625,8031.75,8060.7001953125,132500,8174.3875732421875,8209.544439019097,8174.3875732421875,75.10295344917833,8324.593480140544,8024.181666343831
2015-11-04,8104.89990234375,8116.10009765625,8027.2998046875,8040.2001953125,122100,8168.752587890625,8205.56888563368,8168.752587890625,80.81104989442944,8330.374687679485,8007.130488101767
2015-11-05,8030.35009765625,8031.2001953125,7944.10009765625,7955.4501953125,132100,8157.655102539063,8200.839447699653,8157.655102539063,93.76289831986905,8345.1808991788,7970.129305899324
2015-11-06,7956.5498046875,8002.64990234375,7926.14990234375,7954.2998046875,219500,8148.902587890625,8196.79388563368,8148.902587890625,104.14014204931055,8357.182871989246,7940.622303792004
2015-11-09,7788.25,7937.75,7771.7001953125,7915.2001953125,211800,8135.177587890625,8191.757221137153,8135.177587890625,115.90446736777709,8366.986522626179,7903.36865315507
2015-11-10,7877.60009765625,7885.10009765625,7772.85009765625,7783.35009765625,165200,8117.165087890625,8184.31611328125,8117.165087890625,140.012350329162,8397.189788548949,7837.140387232301
2015-11-13,7762.4501953125,7775.10009765625,7730.89990234375,7762.25,160900,8098.692578125,8176.731108940972,8098.692578125,160.81936329033218,8420.331304705665,7777.053851544336
2015-11-16,7732.9501953125,7838.85009765625,7714.14990234375,7806.60009765625,149500,8083.627587890625,8169.194439019097,8083.627587890625,173.52212786011395,8430.671843610853,7736.583332170398
2015-11-17,7848.75,7860.4501953125,7793.0,7837.5498046875,145000,8066.530078125,8161.587765842014,8066.530078125,180.292876857237,8427.115831839474,7705.944324410526
2015-11-18,7823.14990234375,7843.39990234375,7725.0498046875,7731.7998046875,143600,8041.212548828125,8152.932210286458,8041.212548828125,190.20434799982127,8421.621244827767,7660.803852828483
2015-11-19,7788.5,7854.89990234375,7765.4501953125,7842.75,132600,8019.59755859375,8147.1511013454865,8019.59755859375,186.76463529851785,8393.126829190785,7646.068287996714
2015-11-20,7841.89990234375,7906.9501953125,7817.7998046875,7856.5498046875,151900,7999.342529296875,8141.906656901042,7999.342529296875,181.01020955340167,8361.36294840368,7637.322110190072
2015-11-23,7869.5,7877.5,7825.2001953125,7849.25,127000,7979.22001953125,8136.22554796007,7979.22001953125,173.70184543716982,8326.623710405589,7631.816328656911
2015-11-24,7837.0,7870.35009765625,7812.64990234375,7831.60009765625,130600,7956.027514648437,8129.247211371528,7956.027514648437,159.6553133706698,8275.338141389777,7636.716887907098
2015-11-26,7837.14990234375,7897.10009765625,7832.0,7883.7998046875,219800,7937.190014648438,8122.910546875,7937.190014648438,143.2135967326276,8223.617208113694,7650.7628211831825
2015-11-27,7910.60009765625,7959.2998046875,7879.4501953125,7942.7001953125,150300,7922.680004882813,8116.453884548611,7922.680004882813,125.2507967104822,8173.181598303777,7672.178411461849
2015-11-30,7936.25,7966.0,7922.7998046875,7935.25,216300,7910.882495117187,8108.9783311631945,7910.882495117187,110.90051835298148,8132.683531823151,7689.081458411224
2015-12-01,7958.14990234375,7972.14990234375,7934.14990234375,7954.89990234375,138600,7903.039990234375,8101.7011121961805,7903.039990234375,101.05737151492458,8105.154733264224,7700.925247204526
2015-12-02,7976.7001953125,7979.2998046875,7910.7998046875,7931.35009765625,126300,7896.3175048828125,8094.233333333334,7896.3175048828125,93.87733407512168,8084.072173033056,7708.562836732569
2015-12-03,7902.2998046875,7912.2998046875,7853.2998046875,7864.14990234375,125700,7886.985009765625,8086.841107855903,7886.985009765625,86.71616968317663,8060.417349131979,7713.552670399272
2015-12-04,7817.60009765625,7821.39990234375,7775.7001953125,7781.89990234375,152500,7873.044995117188,8077.3788845486115,7873.044995117188,79.42345588520007,8031.8919068875875,7714.198083346788
2015-12-07,7816.5498046875,7825.39990234375,7746.0498046875,7765.39990234375,137600,7859.30498046875,8068.218885633681,7859.30498046875,72.44760958073903,8004.200199630228,7714.409761307272
2015-12-08,7738.5,7771.25,7685.4501953125,7701.7001953125,135100,7846.61748046875,8059.109445529514,7846.61748046875,76.81158745750548,8000.240655383761,7692.994305553739
2015-12-09,7695.5,7702.85009765625,7606.89990234375,7612.5,140000,7829.527490234375,8050.792778862848,7829.527490234375,88.69656605670063,8006.920622347777,7652.134358120974
2015-12-10,7643.2998046875,7691.9501953125,7610.0,7683.2998046875,140800,7817.932470703125,8043.529443359375,7817.932470703125,92.00353821604521,8001.939547135215,7633.925394271034
2015-12-11,7699.60009765625,7703.0498046875,7575.2998046875,7610.4501953125,167800,7809.2874755859375,8035.033892144097,7809.2874755859375,102.90174288978406,8015.090961365506,7603.483989806369
2015-12-14,7558.2001953125,7663.9501953125,7551.0498046875,7650.0498046875,148900,7803.677465820312,8026.458892144097,7803.677465820312,108.50691771243339,8020.691301245179,7586.663630395446
2015-12-15,7659.14990234375,7705.0,7625.10009765625,7700.89990234375,134300,7798.3924560546875,8017.215006510417,7798.3924560546875,110.90473195981242,8020.201919974313,7576.582992135062
2015-12-16,7725.25,7776.60009765625,7715.75,7750.89990234375,154300,7794.0599609375,8008.41334092882,7794.0599609375,110.98699930449536,8016.033959546491,7572.08596232851
2015-12-17,7783.0498046875,7852.89990234375,7737.5498046875,7844.35009765625,175900,7799.687475585937,8000.940559895834,7799.687475585937,110.51638569871918,8020.720246983376,7578.654704188499
2015-12-18,7828.89990234375,7836.14990234375,7753.35009765625,7761.9501953125,191400,7795.647485351563,7991.985004340278,7795.647485351563,110.33605354883606,8016.319592449235,7574.975378253891
2015-12-21,7745.64990234375,7840.75,7733.4501953125,7834.4501953125,126300,7794.542504882813,7983.6050021701385,7794.542504882813,109.8034099041485,8014.1493246911095,7574.935685074516
2015-12-22,7829.39990234375,7846.2998046875,7776.85009765625,7786.10009765625,125700,7791.385009765625,7974.955007595486,7791.385009765625,109.05284967305668,8009.490709111738,7573.279310419512
2015-12-23,7830.4501953125,7871.4501953125,7826.10009765625,7865.9501953125,117900,7793.102514648437,7967.625569661458,7793.102514648437,109.98604542003237,8013.074605488502,7573.130423808372
2015-12-24,7888.75,7888.75,7835.5,7861.0498046875,93500,7791.965014648437,7960.944460720486,7791.965014648437,109.11284145416514,8010.190697556767,7573.739331740107
2015-12-28,7863.2001953125,7937.2001953125,7863.0,7925.14990234375,122900,7791.0875,7956.230013020833,7791.0875,107.90062441047924,8006.888748820958,7575.286251179041
2015-12-29,7929.2001953125,7942.14990234375,7902.75,7928.9501953125,113000,7790.772509765625,7951.486686197916,7790.772509765625,107.46594618293523,8005.704402131495,7575.840617399755
2015-12-30,7938.60009765625,7944.75,7889.85009765625,7896.25,106800,7787.840014648437,7944.5722439236115,7787.840014648437,103.47778088232513,7994.7955764130875,7580.884452883787
2015-12-31,7897.7998046875,7955.5498046875,7891.14990234375,7946.35009765625,150900,7788.590014648437,7938.672802734375,7788.590014648437,104.62072454460237,7997.8314637376425,7579.348565559232
2016-01-04,7924.5498046875,7937.5498046875,7781.10009765625,7791.2998046875,134700,7784.947509765625,7931.170024956597,7784.947509765625,103.10881160405644,7991.165132973738,7578.729886557512
2016-01-05,7828.39990234375,7831.2001953125,7763.25,7784.64990234375,145200,7785.085009765625,7923.2755750868055,7785.085009765625,103.10636718094749,7991.29774412752,7578.87227540373
2016-01-06,7788.0498046875,7800.9501953125,7721.2001953125,7741.0,147100,7783.865014648438,7916.256130642361,7783.865014648438,103.49516972758738,7990.855354103613,7576.874675193263
2016-01-07,7673.35009765625,7674.9501953125,7556.60009765625,7568.2998046875,188900,7777.194995117187,7908.126681857639,7777.194995117187,112.93716743578477,8003.069329988757,7551.320660245618
