fast_ema,slow_ema,signal_ema,min_days_between_trades,trade_size,final_value,cagr
10,60,10,8,41,1893709.4716796875,0.06596446786474397
10,60,10,10,1,1061461.8481445312,0.005984995527371417
10,60,10,10,11,1608952.7866210938,0.048727885035651175
10,60,10,10,21,1766190.0551757812,0.058556133640710106
10,60,10,10,31,1542222.2866210938,0.04429314556464403
10,60,10,10,41,1326937.7436523438,0.028703226551004324
10,60,12,2,1,1023145.7905273438,0.0022917611323589604
10,60,12,2,11,1254603.6958007812,0.022950698812275183
10,60,12,2,21,1478613.9428710938,0.0399021069585892
10,60,12,2,31,1672636.1079101562,0.052808360682359945
10,60,12,2,41,1846688.4975585938,0.06328652251874689
10,60,12,4,1,1028422.642578125,0.002807707039158336
10,60,12,4,11,1331777.509765625,0.029077967030029628
10,60,12,4,21,1412497.544921875,0.035153923025968536
10,60,12,4,31,1498473.4609375,0.04129101749241104
10,60,12,4,41,1373632.51953125,0.032268608941239396
10,60,12,6,1,1049562.64453125,0.00485107077599034
10,60,12,6,11,1529262.72265625,0.043411909879190747
10,60,12,6,21,1628086.703125,0.04996893418232262
10,60,12,6,31,1624793.8291015625,0.04975629269205717
10,60,12,6,41,1874652.5595703125,0.06488642748118378
10,60,12,8,1,1049721.8447265625,0.004866317820983568
10,60,12,8,11,1535423.2919921875,0.04383165626477914
10,60,12,8,21,1661834.7900390625,0.05212622885137663
10,60,12,8,31,1566366.6547851562,0.0459173085181257
10,60,12,8,41,1374813.51171875,0.03235736124095201
10,60,12,10,1,1041134.5439453125,0.004040901295954358
10,60,12,10,11,1427856.4833984375,0.036274498825416446
10,60,12,10,21,1529565.2646484375,0.04343255888197173
10,60,12,10,31,1558370.2744140625,0.045381912064535346
10,60,12,10,41,1627500.5556640625,0.049931111304732934
10,60,14,2,1,1012157.3466796875,0.0012096314518457163
10,60,14,2,11,1133730.8134765625,0.01263570091458499
10,60,14,2,21,1255304.2802734375,0.023007830616367242
10,60,14,2,31,1338462.5107421875,0.02959357251047079
10,60,14,2,41,1439089.2998046875,0.037087188686214745
10,60,14,4,1,1017608.9985351562,0.0017478184670862706
10,60,14,4,11,1193698.9838867188,0.017870766769170654
10,60,14,4,21,1339384.0864257812,0.029664470593416148
10,60,14,4,31,1500995.5561523438,0.04146621754922264
10,60,14,4,41,1435653.5278320312,0.03683921975416271
10,60,14,6,1,1063089.6508789062,0.006139225142731908
10,60,14,6,11,1678059.7924804688,0.05314938694880866
10,60,14,6,21,1978374.1987304688,0.07063889734296858
10,60,14,6,31,2075182.1879882812,0.07576806864721086
10,60,14,6,41,1835758.1538085938,0.06265523329932865
10,60,14,8,1,1030506.8486328125,0.0030108348364377147
10,60,14,8,11,1335575.3349609375,0.02937117334882733
10,60,14,8,21,1640643.8212890625,0.05077628958142166
10,60,14,8,31,1678338.8818359375,0.05316690846612282
10,60,14,8,41,1471126.8159179688,0.039374120418551595
10,60,14,10,1,1042611.0517578125,0.004183259239481041
10,60,14,10,11,1457204.5693359375,0.03838587204100907
10,60,14,10,21,1715445.8623046875,0.055473492978311834
10,60,14,10,31,1637285.6181640625,0.050560921343928644
10,60,14,10,41,1415358.6279296875,0.03536349372758463
10,70,6,2,1,1015083.548828125,0.0014988295210156544
10,70,6,2,11,1165919.037109375,0.015475800676684859
10,70,6,2,21,1316754.525390625,0.027910711636328633
10,70,6,2,31,1456595.8515625,0.03834246958869336
10,70,6,2,41,1597072.669921875,0.04795062570553377
10,70,6,4,1,1027176.1479492188,0.002686045917575486
10,70,6,4,11,1298937.6274414062,0.02651073739546428
10,70,6,4,21,1570699.1069335938,0.04620636064527672
10,70,6,4,31,1749333.4682617188,0.05754106144007487
10,70,6,4,41,1890540.2998046875,0.06578586812076281
10,70,6,6,1,1019845.6494140625,0.001967870260525917
10,70,6,6,11,1218302.1435546875,0.019950332906950807
10,70,6,6,21,1383072.5048828125,0.03297611899731279
10,70,6,6,31,1512126.0546875,0.042236258837078156
10,70,6,6,41,1652045.3818359375,0.051504546131841744
10,70,6,8,1,1069162.2573242188,0.006712717995401851
10,70,6,8,11,1674004.1547851562,0.05289447342946518
10,70,6,8,21,1923621.0258789062,0.06763702019358098
10,70,6,8,31,1925922.0014648438,0.06776471136345741
10,70,6,8,41,1637568.3979492188,0.05057907189423827
10,70,6,10,1,1079369.453125,0.007670106732477144
10,70,6,10,11,1663738.3671875,0.052246733868426265
10,70,6,10,21,1594583.5,0.047787112114117125
10,70,6,10,31,1690618.0302734375,0.05393522233848991
10,70,6,10,41,1828136.3979492188,0.0622130288694458
10,70,8,2,1,1031031.0458984375,0.003061865180635337
10,70,8,2,11,1341341.5048828125,0.029814911948083278
10,70,8,2,21,1612230.7392578125,0.04894143660710615
10,70,8,2,31,1773528.8623046875,0.05899534107355531
10,70,8,2,41,2023054.3017578125,0.07303361217828463
10,70,8,4,1,1020846.8466796875,0.002066231868774304
10,70,8,4,11,1229315.3134765625,0.020868992573769285
10,70,8,4,21,1367261.5556640625,0.03178863927126674
10,70,8,4,31,1561422.2001953125,0.04558654440518173
10,70,8,4,41,1664423.177734375,0.05229005511667428
10,70,8,6,1,1022585.3974609375,0.0022368279392452894
10,70,8,6,11,1248439.3720703125,0.02244676431427539
10,70,8,6,21,1466820.4638671875,0.03906934323734679
10,70,8,6,31,1519910.1123046875,0.04277175791815013
10,70,8,6,41,1636245.927734375,0.050494163337234665
10,70,8,8,1,1078386.80078125,0.007578293660903457
10,70,8,8,11,1753066.57421875,0.05776661862612875
10,70,8,8,21,2030885.7138671875,0.07344844102405923
10,70,8,8,31,1589629.1274414062,0.0474609745729615
10,70,8,8,41,1150127.4057617188,0.014091379547408023
10,70,8,10,1,1037665.0502929688,0.0037056726227064907
10,70,8,10,11,1347188.0102539062,0.030263083490913667
10,70,8,10,21,1341299.2495117188,0.029811666413200433
10,70,8,10,31,1201571.1274414062,0.018540318137531875
10,70,8,10,41,1149194.6557617188,0.014009073200064837
10,70,10,2,1,1032261.64453125,0.003181571660590965
10,70,10,2,11,1354878.08984375,0.030849918778872665
10,70,10,2,21,1677494.53515625,0.05311389147517098
10,70,10,2,31,1703806.744140625,0.05475487446769134
10,70,10,2,41,1916300.51171875,0.06722985659298097
10,70,10,4,1,1027592.7470703125,0.0027267218521167536
10,70,10,4,11,1303520.2177734375,0.02687246043461
10,70,10,4,21,1547474.1220703125,0.044648368001047434
10,70,10,4,31,1613339.5107421875,0.04901358225274777
10,70,10,4,41,1702385.013671875,0.05466679189394208
10,70,10,6,1,1058521.849609375,0.005705898950310706
10,70,10,6,11,1574604.787109375,0.04646632510765647
10,70,10,6,21,1828300.826171875,0.062222586279209624
10,70,10,6,31,1857387.0107421875,0.06390117408776974
10,70,10,6,41,1764319.677734375,0.0584439340825893
10,70,10,8,1,1071454.796875,0.006928461880850945
10,70,10,8,11,1722331.45703125,0.055896557920899426
10,70,10,8,21,1843534.193359375,0.06310468953541148
10,70,10,8,31,1473713.9819335938,0.0395568382976621
10,70,10,8,41,1709260.921875,0.055092172740747625
10,70,10,10,1,1060071.2001953125,0.005853066952248298
10,70,10,10,11,1567024.1435546875,0.04596122106595457
10,70,10,10,21,1696576.2138671875,0.05430622152743392
10,70,10,10,31,1479242.865234375,0.03994634847274159
10,70,10,10,41,1427970.01171875,0.03628274129436204
10,70,12,2,1,1027791.2954101562,0.00274610250726548
10,70,12,2,11,1305704.2495117188,0.027044452679912068
10,70,12,2,21,1583617.2036132812,0.047063989543253415
10,70,12,2,31,1684366.6713867188,0.053544700834681436
10,70,12,2,41,1890589.4477539062,0.06578863992612205
10,70,12,4,1,1019537.7465820312,0.0019376031870661503
10,70,12,4,11,1214915.2124023438,0.019666310450286106
10,70,12,4,21,1384269.4536132812,0.03306551749249387
10,70,12,4,31,1560786.7456054688,0.045543966715388295
10,70,12,4,41,1524168.3637695312,0.043063657968194
10,70,12,6,1,1051502.2485351562,0.005036690415652023
10,70,12,6,11,1566524.7338867188,0.04592786786483671
10,70,12,6,21,1815984.2954101562,0.06150453610800288
10,70,12,6,31,1564212.2758789062,0.04577330492215048
10,70,12,6,41,1749198.9458007812,0.05753292540415278
10,70,12,8,1,1044385.4946289062,0.00435410283435278
10,70,12,8,11,1488240.4409179688,0.04057743603090613
10,70,12,8,21,1789550.5454101562,0.05994853963987268
10,70,12,8,31,1481913.4819335938,0.040134024519238976
10,70,12,8,41,1432258.7158203125,0.03659368190326928
10,70,12,10,1,1036151.7973632812,0.003559143393456088
10,70,12,10,11,1386152.7709960938,0.03320603919656584
10,70,12,10,21,1580193.1782226562,0.046837284443190574
10,70,12,10,31,1635578.9682617188,0.05045131809793402
10,70,12,10,41,1505810.6137695312,0.041799966246378606
10,70,14,2,1,1019928.8500976562,0.001976047537189718
10,70,14,2,11,1219217.3510742188,0.020026958743140755
10,70,14,2,21,1404285.6938476562,0.03455028647426506
10,70,14,2,31,1596802.6909179688,0.04793290187602817
10,70,14,2,41,1486493.6479492188,0.040455185539352234
10,70,14,4,1,1035815.1533203125,0.0035265197535929715
10,70,14,4,11,1393966.6865234375,0.033787236836826384
10,70,14,4,21,1707493.1787109375,0.05498295786623397
10,70,14,4,31,1770923.5302734375,0.058839606688920965
10,70,14,4,41,1981681.4580078125,0.07081781563565559
10,70,14,6,1,1057857.0048828125,0.005642687964247273
10,70,14,6,11,1636427.0537109375,0.05050579609179806
10,70,14,6,21,1886738.7197265625,0.06557127300064347
10,70,14,6,31,1936153.5302734375,0.06833084615177198
10,70,14,6,41,1729931.248046875,0.056361741016717426
10,70,14,8,1,1045454.2495117188,0.00445687668537742
10,70,14,8,11,1499996.7446289062,0.041396865740338296
10,70,14,8,21,1803224.8061523438,0.06075602458322438
10,70,14,8,31,1658475.7075195312,0.05191328044054755
10,70,14,8,41,1645881.2280273438,0.05111138432459805
10,70,14,10,1,1024680.7021484375,0.002442084124510524
10,70,14,10,11,1264039.0693359375,0.023717743066332453
10,70,14,10,21,1413693.7041015625,0.03524158659834642
10,70,14,10,31,1461994.6044921875,0.03872684019214989
10,70,14,10,41,1392181.3159179688,0.033654700192845555
10,80,6,2,1,1023129.3510742188,0.0022901500210856796
10,80,6,2,11,1254422.8618164062,0.022935947360863462
10,80,6,2,21,1485716.3725585938,0.04040074582498687
10,80,6,2,31,1717009.8833007812,0.05556972357481116
10,80,6,2,41,1933762.7280273438,0.06819879887250302
10,80,6,4,1,1029027.5009765625,0.002866694979295703
10,80,6,4,11,1319302.5107421875,0.028109526126946838
10,80,6,4,21,1609577.5205078125,0.04876861528815435
10,80,6,4,31,1823327.4560546875,0.061933165816272506
10,80,6,4,41,1773589.9819335938,0.05899899204263326
10,80,6,6,1,1018093.0512695312,0.0017954786380258714
10,80,6,6,11,1199023.5639648438,0.018324072755692145
10,80,6,6,21,1346267.9438476562,0.03019267079098853
10,80,6,6,31,1564220.1166992188,0.04577382934399643
10,80,6,6,41,1691335.7739257812,0.05397997647916575
10,80,6,8,1,1042740.3569335938,0.00419571759494719
10,80,6,8,11,1470143.9262695312,0.039304628301570554
10,80,6,8,21,1683756.9135742188,0.053506539562141686
10,80,6,8,31,1929987.6635742188,0.0679899974417244
10,80,6,8,41,2031334.5,0.0734721695273215
10,80,6,10,1,1079941.3564453125,0.007723507283565079
10,80,6,10,11,1792574.2451171875,0.06012757049769135
10,80,6,10,21,1780538.541015625,0.059413326506271735
10,80,6,10,31,1574992.783203125,0.04649211866757175
10,80,6,10,41,1794561.6220703125,0.0602450935479979
10,80,8,2,1,1041104.6967773438,0.00403802169921974
10,80,8,2,11,1448250.5102539062,0.037745782938519934
10,80,8,2,21,1735550.0913085938,0.05670448925467686
10,80,8,2,31,1775170.3334960938,0.05909335474142874
10,80,8,2,41,2064767.6977539062,0.0752267392731627
10,80,8,4,1,1046584.34765625,0.004565446642170956
10,80,8,4,11,1499417.015625,0.0413565935815412
10,80,8,4,21,1766883.126953125,0.05859768224024786
10,80,8,4,31,1959889.994140625,0.06963394235745035
10,80,8,4,41,1878092.6157226562,0.0650817570920521
10,80,8,6,1,1024199.4467773438,0.0023949737544499694
10,80,8,6,11,1266193.9145507812,0.023892197210926724
10,80,8,6,21,1500715.4995117188,0.041446776195039
10,80,8,6,31,1537659.1411132812,0.043983619601725144
10,80,8,6,41,1644503.3237304688,0.0510233176991417
10,80,8,8,1,1058607.84765625,0.0057140727176892
10,80,8,8,11,1575550.765625,0.0465292027108386
10,80,8,8,21,1624557.7392578125,0.04974103199680835
10,80,8,8,31,1744419.8623046875,0.057243516276045625
10,80,8,8,41,1437779.341796875,0.0369927083902164
10,80,8,10,1,1035460.0493164062,0.003492096845279846
10,80,8,10,11,1346037.9624023438,0.030175063541102887
10,80,8,10,21,1326936.2954101562,0.028703114230420157
10,80,8,10,31,1089472.0698242188,0.008609696671445288
10,80,8,10,41,1189879.0278320312,0.017544433937384474
10,80,10,2,1,1047088.3979492188,0.004613837371027163
10,80,10,2,11,1517972.3774414062,0.04263868386763958
10,80,10,2,21,1736856.3159179688,0.056784025597330645
10,80,10,2,31,1734921.4956054688,0.056666194702961636
10,80,10,2,41,1924771.1958007812,0.06770086531068542
10,80,10,4,1,1053933.3500976562,0.0052689115843349565
10,80,10,4,11,1593266.8510742188,0.04770052852529205
10,80,10,4,21,1993141.4028320312,0.07143571137017624
10,80,10,4,31,2005015.2016601562,0.07207255777946431
10,80,10,4,41,1791402.2998046875,0.06005821282489343
10,80,10,6,1,1057966.2998046875,0.005653081777746927
10,80,10,6,11,1568493.7392578125,0.046059312923234064
10,80,10,6,21,1775523.6220703125,0.059114439241400696
10,80,10,6,31,1663505.2607421875,0.05223198384838934
10,80,10,6,41,1408814.8837890625,0.03488360971508908
10,80,10,8,1,1060705.84765625,0.005913294263994784
10,80,10,8,11,1598628.765625,0.048052729176222275
10,80,10,8,21,1870977.009765625,0.06467736953868264
10,80,10,8,31,1592271.9985351562,0.047635063731753746
10,80,10,8,41,1209222.8798828125,0.01918735166567065
10,80,10,10,1,1039607.9501953125,0.0038935231334256137
10,80,10,10,11,1411063.9521484375,0.03504877046606425
10,80,10,10,21,1526729.3212890625,0.0432388565173174
10,80,10,10,31,1447905.0439453125,0.03772101567647623
10,80,10,10,41,1278270.8837890625,0.02486501976294253
10,80,12,2,1,1026179.3461914062,0.0025886598225872692
10,80,12,2,11,1287972.8081054688,0.025640554726491294
10,80,12,2,21,1549766.2700195312,0.044803063786754915
10,80,12,2,31,1811559.7319335938,0.061245514972590565
10,80,12,2,41,2050725.2778320312,0.07449293205073992
10,80,12,4,1,1027028.4482421875,0.002671621238073296
10,80,12,4,11,1297312.9306640625,0.02638221746905245
10,80,12,4,21,1545610.4130859375,0.04452243524711652
10,80,12,4,31,1722219.291015625,0.05588967841808934
10,80,12,4,41,1901700.5678710938,0.0664136173372063
10,80,12,6,1,1035852.248046875,0.003530115012418289
10,80,12,6,11,1394374.728515625,0.03381750630735869
10,80,12,6,21,1624113.642578125,0.04971232046474139
10,80,12,6,31,1647839.453125,0.05123642717214527
10,80,12,6,41,1717950.8798828125,0.055627582916884855
10,80,12,8,1,1019925.0478515625,0.001975673851208448
10,80,12,8,11,1219175.5263671875,0.02002345809453443
10,80,12,8,21,1418426.0048828125,0.03558775214022436
10,80,12,8,31,1456677.9985351562,0.03834832773862473
10,80,12,8,41,1279015.1899414062,0.0249247040500149
10,80,12,10,1,1029513.4477539062,0.0029140636346183246
10,80,12,10,11,1324647.9252929688,0.028525498307702568
10,80,12,10,21,1538670.9692382812,0.04405232489352162
10,80,12,10,31,1587609.6166992188,0.04732777126832666
10,80,12,10,41,1439142.6518554688,0.03709103504497713
10,80,14,2,1,1023849.5502929688,0.002360709673636663
10,80,14,2,11,1262345.0532226562,0.023580409181843676
10,80,14,2,21,1537358.4897460938,0.043963196890420164
10,80,14,2,31,1718344.3969726562,0.055651770764114206
10,80,14,2,41,2006066.1479492188,0.07212876123413303
10,80,14,4,1,1025232.6494140625,0.002496090056979261
10,80,14,4,11,1277559.1435546875,0.024807917605307983
10,80,14,4,21,1529885.6376953125,0.04345442087775364
10,80,14,4,31,1641295.4106445312,0.05081803133875962
10,80,14,4,41,1715226.5219726562,0.05545999116213163
10,80,14,6,1,1014140.048828125,0.0014056649766773788
10,80,14,6,11,1155540.537109375,0.014567854513273248
10,80,14,6,21,1296941.025390625,0.026352777921598403
10,80,14,6,31,1438341.513671875,0.03703326433946996
10,80,14,6,41,1378290.5439453125,0.03261826458150696
10,80,14,8,1,1017903.3989257812,0.0017768077658182335
10,80,14,8,11,1196937.3881835938,0.01814668328344915
10,80,14,8,21,1375971.3774414062,0.03244430898679607
10,80,14,8,31,1425614.5151367188,0.036111604802532504
10,80,14,8,41,1372394.7919921875,0.032175519214365345
10,80,14,10,1,1025657.3979492188,0.0025376322664620865
10,80,14,10,11,1274782.7231445312,0.024584894348337327
10,80,14,10,21,1465460.7651367188,0.038972944826287215
10,80,14,10,31,1480724.7348632812,0.04005052362631778
10,80,14,10,41,1424372.4418945312,0.036021260586977855
12,20,6,2,1,1032416.4521484375,0.003196621475779482
12,20,6,2,11,1367049.6650390625,0.03177264149715331
12,20,6,2,21,1468448.0458984375,0.03918462805206557
12,20,6,2,31,1540469.4697265625,0.04417434661327935
12,20,6,2,41,1485761.833984375,0.04040393061065095
12,20,6,4,1,1032411.1025390625,0.0031961014407246857
12,20,6,4,11,1319103.4150390625,0.028094003516226707
12,20,6,4,21,1346466.3876953125,0.030207861364732302
12,20,6,4,31,1401620.4091796875,0.034353683845100624
12,20,6,4,41,1367876.4638671875,0.03183505230370698
12,20,6,6,1,1045495.201171875,0.004460812807037584
12,20,6,6,11,1443327.5,0.037392338101002176
12,20,6,6,21,1556806.5712890625,0.04527692562818908
12,20,6,6,31,1567780.5,0.04601171631200063
12,20,6,6,41,1698016.7919921875,0.05439574619653742
12,20,6,8,1,1093873.8051757812,0.009016627972973756
12,20,6,8,11,1637311.4096679688,0.050562576918604885
12,20,6,8,21,1865093.9233398438,0.0643419808040393
12,20,6,8,31,1853082.82421875,0.06365427376935973
12,20,6,8,41,1816693.2338867188,0.0615459857158811
12,20,6,10,1,1107662.408203125,0.010281885629628507
12,20,6,10,11,1560678.271484375,0.045536697009417315
12,20,6,10,21,1530141.8828125,0.04347190387045252
12,20,6,10,31,1471581.384765625,0.039406245147441954
12,20,6,10,41,1266688.7241210938,0.023932218782408476
12,20,8,2,1,1020463.80078125,0.0020286101716733285
12,20,8,2,11,1248029.6328125,0.02241318874667253
12,20,8,2,21,1270619.576171875,0.02424965809691426
12,20,8,2,31,1349758.892578125,0.030459603998192586
12,20,8,2,41,1263529.341796875,0.023676436885620822
12,20,8,4,1,1034660.6015625,0.00341456144813046
12,20,8,4,11,1314608.25,0.02774297298094952
12,20,8,4,21,1337671.509765625,0.029532684674161036
12,20,8,4,31,1381692.041015625,0.0328729275025208
12,20,8,4,41,1262219.423828125,0.023570217801954785
12,20,8,6,1,1031595.6005859375,0.0031167981915067866
12,20,8,6,11,1319791.4306640625,0.028147636105871232
12,20,8,6,21,1436703.3056640625,0.036915041662085146
12,20,8,6,31,1498247.4091796875,0.04127530160789239
12,20,8,6,41,1378460.7700195312,0.03263102248657912
12,20,8,8,1,1121982.853515625,0.011581028042008334
12,20,8,8,11,2064814.30859375,0.07522916750286512
12,20,8,8,21,1660013.1630859375,0.05201079527628649
12,20,8,8,31,1536994.3515625,0.0439384568193002
12,20,8,8,41,1762107.919921875,0.05831111769884423
12,20,8,10,1,1089271.0063476562,0.008591073455214593
12,20,8,10,11,1826454.2397460938,0.06211520875997789
12,20,8,10,21,1496652.1020507812,0.041164329738104355
12,20,8,10,31,1490640.1030273438,0.04074516763161329
12,20,8,10,41,1251584.2280273438,0.02270413591643794
12,20,10,2,1,1011406.7451171875,0.00113532785966175
12,20,10,2,11,1125474.1962890625,0.011895497155361312
12,20,10,2,21,1263175.0146484375,0.023647714864040825
12,20,10,2,31,1351829.6259765625,0.030617647896028055
12,20,10,2,41,1331132.1357421875,0.029028066955285592
12,20,10,4,1,1023154.8974609375,0.0022926536266785202
12,20,10,4,11,1254703.8720703125,0.022958869823064276
12,20,10,4,21,1229970.9384765625,0.02092344740505747
12,20,10,4,31,1374368.2607421875,0.03232390841290056
12,20,10,4,41,1297840.2158203125,0.026423943674674266
12,20,10,6,1,1033123.595703125,0.003265341500515273
12,20,10,6,11,1364359.552734375,0.0315693433660571
12,20,10,6,21,1487093.8515625,0.04049720576934113
12,20,10,6,31,1548657.98046875,0.04472829167299186
12,20,10,6,41,1452235.845703125,0.03803111685149019
12,20,10,8,1,1122878.8037109375,0.011661811178813819
12,20,10,8,11,2058001.4736328125,0.07487372286698313
12,20,10,8,21,1613373.1884765625,0.04901577290035242
12,20,10,8,31,1530823.8227539062,0.043518418171348605
12,20,10,8,41,1307153.4018554688,0.02715843042579036
12,20,10,10,1,1066128.2529296875,0.006426556143250162
12,20,10,10,11,1680847.2236328125,0.05332426716841243
12,20,10,10,21,1494263.3212890625,0.040997963490600586
12,20,10,10,31,1490506.703125,0.040735849625418874
12,20,10,10,41,1275019.6118164062,0.024603940101536326
12,20,12,2,1,1020513.146484375,0.0020334574817491013
12,20,12,2,11,1225644.611328125,0.02056362810590029
12,20,12,2,21,1303519.193359375,0.026872379701290194
12,20,12,2,31,1437057.98046875,0.03694064735746472
12,20,12,2,41,1332932.091796875,0.02916718460760026
12,20,12,4,1,1044008.8969726562,0.004317865811497734
12,20,12,4,11,1466452.7495117188,0.039043281369198546
12,20,12,4,21,1663390.9536132812,0.05222475028224616
12,20,12,4,31,1431481.12890625,0.03653736736346147
12,20,12,4,41,1374395.4838867188,0.032325954036277915
12,20,12,6,1,1094748.1997070312,0.009097288445722107
12,20,12,6,11,1915369.9252929688,0.06717799756461584
12,20,12,6,21,2010891.6118164062,0.07238648207467002
12,20,12,6,31,1601080.5546875,0.04821342236709736
12,20,12,6,41,1786718.009765625,0.05978058032007172
12,20,12,8,1,1073958.9501953125,0.007163645880074787
12,20,12,8,11,1700270.9677734375,0.05453569479208542
12,20,12,8,21,1688080.6372070312,0.05377686869961873
12,20,12,8,31,1561203.6713867188,0.045571903966918015
12,20,12,8,41,1310464.1118164062,0.027418396067937945
12,20,12,10,1,1055788.5502929688,0.005445798018739456
12,20,12,10,11,1567054.9360351562,0.045963277236444
12,20,12,10,21,1952851.8364257812,0.06924904610475369
12,20,12,10,31,1643352.1879882812,0.05094969370749225
12,20,12,10,41,1179280.5278320312,0.016634058750665703
12,20,14,2,1,1012177.5458984375,0.0012116303287552643
12,20,14,2,11,1133953.0048828125,0.012655553205782155
12,20,14,2,21,1255728.4638671875,0.02304240832259108
12,20,14,2,31,1377503.9228515625,0.03255929139914304
12,20,14,2,41,1384124.7958984375,0.03305471689839945
12,20,14,4,1,1026422.8984375,0.002612462382789671
12,20,14,4,11,1290651.8828125,0.02585378337609101
12,20,14,4,21,1465880.734375,0.03900272792751602
12,20,14,4,31,1445327.291015625,0.0375360426578315
12,20,14,4,41,1375055.587890625,0.03237554494247896
12,20,14,6,1,1055103.59765625,0.0053805229308132585
12,20,14,6,11,1606139.57421875,0.04854429784847647
12,20,14,6,21,1948239.16796875,0.06899611499565461
12,20,14,6,31,1735073.4228515625,0.056675451376134056
12,20,14,6,41,1902424.173828125,0.06645420459621842
12,20,14,8,1,1048215.9467773438,0.004722010454631054
12,20,14,8,11,1530375.4145507812,0.04348783488876773
12,20,14,8,21,1726823.5864257812,0.05617174379323564
12,20,14,8,31,1571698.7758789062,0.0462729545694367
12,20,14,8,41,1745306.0278320312,0.05729723404860132
12,20,14,10,1,1057822.8505859375,0.005639439734163476
12,20,14,10,11,1589432.2392578125,0.04744799488387841
12,20,14,10,21,1718636.734375,0.055669736292716765
12,20,14,10,31,1602518.9970703125,0.048307596555897
12,20,14,10,41,1342189.923828125,0.02988005753274603
12,30,6,2,1,1022510.8979492188,0.0022295229963333885
12,30,6,2,11,1243718.7231445312,0.02205933415048178
12,30,6,2,21,1410565.6577148438,0.035012198562614394
12,30,6,2,31,1517672.0122070312,0.042618042584409155
12,30,6,2,41,1425009.9838867188,0.036067642092066476
12,30,6,4,1,1045331.8032226562,0.004445106774536134
12,30,6,4,11,1363712.7924804688,0.031520412380642515
12,30,6,4,21,1459841.1528320312,0.03857367604175321
12,30,6,4,31,1481989.4682617188,0.040139359959775245
12,30,6,4,41,1443623.9438476562,0.0374136518009891
12,30,6,6,1,1046799.1977539062,0.004586075625893304
12,30,6,6,11,1465777.9252929688,0.03899543769080083
12,30,6,6,21,1639794.3364257812,0.05072184794128609
12,30,6,6,31,1684053.6440429688,0.053525111787331436
12,30,6,6,41,1907348.2377929688,0.06673002834033737
12,30,6,8,1,1086456.8012695312,0.008330086540315529
12,30,6,8,11,1844235.1381835938,0.06314512037589304
12,30,6,8,21,1577950.4438476562,0.04668855301361208
12,30,6,8,31,1584194.9243164062,0.047102196993247025
12,30,6,8,41,1777905.1918945312,0.059256474497956235
12,30,6,10,1,1063044.5034179688,0.006134950417424623
12,30,6,10,11,1549773.9790039062,0.04480358371428994
12,30,6,10,21,1433638.4848632812,0.03669354009200654
12,30,6,10,31,1534660.1333007812,0.04377974127923312
12,30,6,10,41,1663923.3100585938,0.05225843497187821
12,30,8,2,1,1019181.0493164062,0.0019025292983589903
12,30,8,2,11,1223370.9252929688,0.020374067880512436
12,30,8,2,21,1299178.5200195312,0.026529780632401634
12,30,8,2,31,1430650.3198242188,0.03647716792908784
12,30,8,2,41,1382456.0278320312,0.03293004798433796
12,30,8,4,1,1060538.2001953125,0.005897387865956283
12,30,8,4,11,1665920.2021484375,0.052384701338358264
12,30,8,4,21,1990843.9638671875,0.07131209506847958
12,30,8,4,31,1568282.5546875,0.046045221968805006
12,30,8,4,41,1445270.009765625,0.037531928929452674
12,30,8,6,1,1114728.0029296875,0.010924749360164077
12,30,8,6,11,2084285.3935546875,0.07623924059547105
12,30,8,6,21,2055835.78515625,0.07476051101897307
12,30,8,6,31,1673439.1411132812,0.052858915895637626
12,30,8,6,41,1824409.1616210938,0.06199617503003507
12,30,8,8,1,1071622.3510742188,0.006944213598305993
12,30,8,8,11,1723581.6274414062,0.055973207617402876
12,30,8,8,21,2050921.8364257812,0.07450323467298059
12,30,8,8,31,1639908.0395507812,0.05072913639874055
12,30,8,8,41,1468453.4877929688,0.03918501331915869
12,30,8,10,1,1051158.6528320312,0.00500383085949152
12,30,8,10,11,1443920.9467773438,0.037435001748180374
12,30,8,10,21,1576762.8774414062,0.046609720108495845
12,30,8,10,31,1612558.3500976562,0.04896275826603014
12,30,8,10,41,1315377.9858398438,0.027803158756966928
12,30,10,2,1,1012999.4462890625,0.001292933620983705
12,30,10,2,11,1142993.9091796875,0.0134603827497346
12,30,10,2,21,1272988.3720703125,0.02444052572278088
12,30,10,2,31,1402982.8349609375,0.03445422410747412
12,30,10,2,41,1488842.7998046875,0.04061956258468191
12,30,10,4,1,1048124.4951171875,0.004713240806065722
12,30,10,4,11,1529369.4462890625,0.04341919436734121
12,30,10,4,21,1770728.2392578125,0.05882792481332921
12,30,10,4,31,1631472.90625,0.050187199236648494
12,30,10,4,41,1425081.5537109375,0.036072847667337316
12,30,10,6,1,1067827.2451171875,0.006586892194028415
12,30,10,6,11,1746099.6962890625,0.05734532398117387
12,30,10,6,21,2124220.1728515625,0.07828458280034134
12,30,10,6,31,1738404.2880859375,0.05687821234037749
12,30,10,6,41,1886569.345703125,0.06556170296662822
12,30,10,8,1,1073417.0473632812,0.007112793556713681
12,30,10,8,11,1807587.5209960938,0.06101248982385088
12,30,10,8,21,2139057.7084960938,0.0790357089649052
12,30,10,8,31,1622115.5532226562,0.04958305344938707
12,30,10,8,41,1818654.9477539062,0.06166060569810483
12,30,10,10,1,1092544.3051757812,0.008893874024372472
